"model","AgeDecade","DirectChol","pred_BMI"
"group"," 20-29",1.14764705882353,30.5496622080799
"group"," 20-29",1.15823529411765,30.4761298900979
"group"," 20-29",1.16882352941176,30.4025975721159
"group"," 20-29",1.17941176470588,30.3290652541339
"group"," 20-29",1.19,30.2555329361519
"group"," 20-29",1.20058823529412,30.1820006181699
"group"," 20-29",1.21117647058824,30.1084683001879
"group"," 20-29",1.22176470588235,30.0349359822059
"group"," 20-29",1.23235294117647,29.9614036642239
"group"," 20-29",1.24294117647059,29.8878713462419
"group"," 20-29",1.25352941176471,29.8143390282599
"group"," 20-29",1.26411764705882,29.7408067102779
"group"," 20-29",1.27470588235294,29.6672743922959
"group"," 20-29",1.28529411764706,29.5937420743138
"group"," 20-29",1.29588235294118,29.5202097563318
"group"," 20-29",1.30647058823529,29.4466774383498
"group"," 20-29",1.31705882352941,29.3731451203678
"group"," 20-29",1.32764705882353,29.2996128023858
"group"," 20-29",1.33823529411765,29.2260804844038
"group"," 20-29",1.34882352941176,29.1525481664218
"group"," 20-29",1.35941176470588,29.0790158484398
"group"," 20-29",1.37,29.0054835304578
"group"," 20-29",1.38058823529412,28.9319512124758
"group"," 20-29",1.39117647058824,28.8584188944938
"group"," 20-29",1.40176470588235,28.7848865765118
"group"," 20-29",1.41235294117647,28.7113542585298
"group"," 20-29",1.42294117647059,28.6378219405478
"group"," 20-29",1.43352941176471,28.5642896225658
"group"," 20-29",1.44411764705882,28.4907573045837
"group"," 20-29",1.45470588235294,28.4172249866017
"group"," 20-29",1.46529411764706,28.3436926686197
"group"," 20-29",1.47588235294118,28.2701603506377
"group"," 20-29",1.48647058823529,28.1966280326557
"group"," 20-29",1.49705882352941,28.1230957146737
"group"," 20-29",1.50764705882353,28.0495633966917
"group"," 20-29",1.51823529411765,27.9760310787097
"group"," 20-29",1.52882352941176,27.9024987607277
"group"," 20-29",1.53941176470588,27.8289664427457
"group"," 20-29",1.55,27.7554341247637
"group"," 20-29",1.56058823529412,27.6819018067817
"group"," 20-29",1.57117647058823,27.6083694887997
"group"," 20-29",1.58176470588235,27.5348371708177
"group"," 20-29",1.59235294117647,27.4613048528357
"group"," 20-29",1.60294117647059,27.3877725348536
"group"," 20-29",1.61352941176471,27.3142402168716
"group"," 20-29",1.62411764705882,27.2407078988896
"group"," 20-29",1.63470588235294,27.1671755809076
"group"," 20-29",1.64529411764706,27.0936432629256
"group"," 20-29",1.65588235294118,27.0201109449436
"group"," 20-29",1.66647058823529,26.9465786269616
"group"," 20-29",1.67705882352941,26.8730463089796
"group"," 20-29",1.68764705882353,26.7995139909976
"group"," 20-29",1.69823529411765,26.7259816730156
"group"," 20-29",1.70882352941176,26.6524493550336
"group"," 20-29",1.71941176470588,26.5789170370516
"group"," 20-29",1.73,26.5053847190696
"group"," 20-29",1.74058823529412,26.4318524010876
"group"," 20-29",1.75117647058824,26.3583200831056
"group"," 20-29",1.76176470588235,26.2847877651235
