"term","ssr","drift","mean_spread","context_drift","objective_component"
"Gendermale",1,6.84974028038625,0.0699700345277377,6.40180571356803,6.84974028038625
"Poverty",0.75,8.7772678789775,0.315851900673637,6.67040711381278,9.0272678789775
"DirectChol",1,16.2895872318764,0.162809399761506,14.0088197044309,16.2895872318764
"Pulse",0.75,17.0279508571393,0.422333244917759,11.9718433904172,17.2779508571393
"BPSysAve",0.571428571428571,32.0704645072828,0.81794805679886,17.6410235635413,32.4990359358542
